open_time;open;high;low;close;up down;up down volume;volume;close_time;quote_volume;trades;taker_base_volue;taker_quote_volume;ignore;acc_volum;price diff;10xprice diff;10 mins acc volume;10mins acc price diff;dev 10 mins acc volume;dev 10mins acc price diff;10x up down volume;;;10 mins acc volume;10mins acc price diff;;;
1.60729E+12;19241.68;19244;19236.21;19238.08;-1;-22.71209;22.71209;1.60729E+12;436965.1054;511;8.85817;170412.02;0;140.698549;-3.6;-36;-55.621787;-11.3;-10.006749;-4.6;-227.1209;;;-154.216855;-43.04;0.279087523;;
1.60729E+12;19238.08;19246.91;19236.23;19244.98;1;24.125696;24.125696;1.60729E+12;464240.8774;671;13.978077;268989.6501;0;164.824245;6.9;69;-54.744485;-10.44;0.877302;0.86;241.25696;;;-153.151081;-0.1;0.00065295;;
1.60729E+12;19244.99;19249;19244;19248.22;1;23.91958;23.91958;1.60729E+12;460394.5802;503;16.13193;310502.6132;0;188.743825;3.24;32.4;-69.010268;-17;-14.265783;-6.56;239.1958;;;-152.569085;-54.19;0.355183358;;
1.60729E+12;19248.22;19249;19247.93;19249;1;30.017938;30.017938;1.60729E+12;577805.9712;332;22.068152;424781.7616;0;218.761763;0.78;7.8;-120.276563;-28.48;-51.266295;-11.48;300.17938;;;-150.685409;-34.04;0.225901102;;
1.60729E+12;19249;19249;19244.76;19246.83;-1;-31.664984;31.664984;1.60729E+12;609497.3775;429;14.824244;285339.5807;0;187.096779;-2.17;-21.7;-163.071549;-30.18;-42.794986;-1.7;-316.64984;;;-150.53984;-39.38;0.261591882;;
1.60729E+12;19246.82;19248.99;19239.54;19241.43;-1;-23.54216;23.54216;1.60729E+12;453044.014;493;9.029009;173762.2129;0;163.554619;-5.4;-54;-150.685409;-34.04;12.38614;-3.86;-235.4216;;;-150.251733;-12.92;0.085989025;;
1.60729E+12;19241.43;19241.43;19235.96;19239.38;-1;-17.967856;17.967856;1.60729E+12;345692.8235;311;4.983652;95880.60742;0;145.586763;-2.05;-20.5;-69.50576;-19.43;81.179649;14.61;-179.67856;;;-150.006005;-15.61;0.104062501;;
1.60729E+12;19239.38;19239.39;19232.59;19236.27;-1;-30.852923;30.852923;1.60729E+12;593548.4623;715;21.058454;405124.4072;0;114.73384;-3.11;-31.1;-83.598872;-18.34;-14.093112;1.09;-308.52923;;;-149.611395;-48.29;0.322769532;;
1.60729E+12;19235.74;19237.32;19234.35;19234.99;-1;-12.425986;12.425986;1.60729E+12;239018.0474;370;5.558719;106924.5796;0;102.307854;-1.28;-12.8;-72.793309;-18.88;10.805563;-0.54;-124.25986;;;-149.094744;-32.89;0.220597984;;
1.60729E+12;19234.98;19236.02;19227.72;19229.99;-1;-32.184929;32.184929;1.60729E+12;619018.4435;554;24.161948;464722.7389;0;70.122925;-5;-50;-54.362573;-15.19;18.430736;3.69;-321.84929;;;-146.060621;-8.29;0.056757256;;
1.60729E+12;19230;19234.03;19223.19;19230.38;1;37.665927;37.665927;1.60729E+12;724321.0888;739;20.478952;393826.4824;0;107.788852;0.39;3.9;-32.503893;-11.34;21.85868;3.85;376.65927;;;-144.16838;-36.83;0.255465172;;
1.60729E+12;19230.38;19233.61;19223.37;19227.64;-1;-21.834788;21.834788;1.60729E+12;419831.5082;705;9.341125;179621.2049;0;85.954064;-2.74;-27.4;-39.39461;-4.59;-6.890717;6.75;-218.34788;;;-140.768607;1.82;-0.012929019;;
1.60729E+12;19227.65;19229.98;19226.94;19227.98;1;9.859913;9.859913;1.60729E+12;189585.2442;450;7.331636;140972.2501;0;95.813977;0.34;3.4;-31.021994;-8.23;8.372616;-3.64;98.59913;;;-140.306781;-35.48;0.252874449;;
1.60729E+12;19227.98;19229.53;19217.06;19219.74;-1;-27.346715;27.346715;1.60729E+12;525680.3024;735;13.214576;254035.9251;0;68.467262;-8.24;-82.4;-53.5037;-12.99;-22.481706;-4.76;-273.46715;;;-139.95149;-23.22;0.165914632;;
1.60729E+12;19219.74;19220.45;19217;19218.82;-1;-12.777048;12.777048;1.60729E+12;245569.1959;573;7.168023;137766.7205;0;55.690214;-0.92;-9.2;-34.257276;-7.74;19.246424;5.25;-127.77048;;;-139.163488;-62.84;0.451555224;;
1.60729E+12;19218.66;19222;19207.69;19212.79;-1;-19.278844;19.278844;1.60729E+12;370397.6305;949;9.104987;174941.366;0;36.41137;-6.03;-60.3;-32.728976;-11.8;1.5283;-4.06;-192.78844;;;-138.511353;-14.8;0.106850447;;
1.60729E+12;19212.79;19222;19207.69;19222;1;57.637489;57.637489;1.60729E+12;1107444.52;746;35.071931;673876.6525;0;94.048859;9.21;92.1;-42.02262;-13.29;-9.293644;-1.49;576.37489;;;-138.390059;-36.01;0.260206551;;
1.60729E+12;19222;19226.69;19215;19221.04;-1;-32.060968;32.060968;1.60729E+12;616298.8092;544;11.59598;222911.022;0;61.987891;-0.96;-9.6;-128.09937;-49.56;-86.07675;-36.27;-320.60968;;;-135.331271;-41.23;0.304659815;;
1.60729E+12;19221.04;19221.47;19206.92;19217.39;-1;-20.04736;20.04736;1.60729E+12;385204.8372;387;5.261102;101118.6339;0;41.940531;-3.65;-36.5;-52.383317;-44.94;75.716053;4.62;-200.4736;;;-135.314098;-97.02;0.716998461;;
1.60729E+12;19217.4;19221.03;19214.3;19219.8;1;6.00475;6.00475;1.60729E+12;115406.2594;232;4.255687;81791.09164;0;47.945281;2.41;24.1;-54.498951;-44.61;-2.115634;0.33;60.0475;;;-134.828004;-30.39;0.225398279;;
1.60729E+12;19219.79;19219.8;19214.52;19218.65;-1;-10.326249;10.326249;1.60729E+12;198449.9323;387;6.803956;130760.2329;0;37.619032;-1.15;-11.5;-72.325702;-50.41;-17.826751;-5.8;-103.26249;;;-134.68999;-28.72;0.213230397;;
1.60729E+12;19218.59;19227.35;19216.91;19225.79;1;30.77521;30.77521;1.60729E+12;591528.0543;484;28.264258;543263.5862;0;68.394242;7.14;71.4;-125.661565;-78.36;-53.335863;-27.95;307.7521;;;-134.369943;-14.78;0.109994837;;
1.60729E+12;19225.8;19227.12;19217;19219.41;-1;-13.462172;13.462172;1.60729E+12;258794.0976;486;8.103456;155781.8106;0;54.93207;-6.38;-63.8;-182.260339;-88.79;-56.598774;-10.43;-134.62172;;;-132.791129;-43.76;0.329540085;;
1.60729E+12;19219.41;19220.69;19211.25;19214.99;-1;-12.621793;12.621793;1.60729E+12;242546.7484;356;5.093804;97892.24151;0;42.310277;-4.42;-44.2;-195.633924;-104.49;-13.373585;-15.7;-126.21793;;;-132.417135;-14.83;0.111994569;;
1.60729E+12;19214.99;19216.57;19212;19212;-1;-8.100291;8.100291;1.60729E+12;155638.5172;279;4.335081;83293.9668;0;34.209986;-2.99;-29.9;-93.799367;-88.76;101.834557;15.73;-81.00291;;;-130.364433;-16.79;0.128792797;;
1.60729E+12;19212;19213.45;19202.43;19207.02;-1;-11.248748;11.248748;1.60729E+12;216094.0385;402;7.460456;143328.062;0;22.961238;-4.98;-49.8;-110.43072;-92.71;-16.631353;-3.95;-112.48748;;;-129.645447;-25.37;0.195687551;;
